state_abbr,county,fips,bachelors_or_more,hs_diploma,no_hs_diploma,some_college,labor_force,employed,unemployed,population,cost_of_living,median_income,race_diversity_rank,gender_diversity_rank,state
FL,Polk County,12105,119424.0,175366.0,65835.0,166845.0,336044.0,323912.0,12132.0,787404.0,69574.9,60077.54,3028.0,3036.0,Florida
GA,Polk County,13233,4176.0,11662.0,5159.0,7864.0,18596.0,18008.0,588.0,43709.0,61311.46,58134.79,676.0,1203.0,Georgia
IA,Polk County,19153,131129.0,80479.0,24895.0,95087.0,276399.0,268724.0,7675.0,501089.0,72633.23,85704.04,2917.0,2979.0,Iowa
MN,Polk County,27119,5851.0,5855.0,1413.0,7703.0,16028.0,15575.0,453.0,30731.0,76818.63,84836.37,1925.0,1943.0,Minnesota
MO,Polk County,29167,4425.0,7698.0,2363.0,6566.0,14625.0,14256.0,369.0,32693.0,61947.44,53915.55,2332.0,2086.0,Missouri
NC,Polk County,37149,5122.0,4229.0,1265.0,4950.0,9379.0,9018.0,361.0,19986.0,71154.76,61574.65,502.0,1155.0,North Carolina
NE,Polk County,31143,675.0,1311.0,243.0,1404.0,2925.0,2871.0,54.0,5166.0,79329.23,79611.88,1426.0,862.0,Nebraska
OR,Polk County,41053,17868.0,13892.0,4779.0,21792.0,42362.0,40678.0,1684.0,89614.0,83712.17,78809.93,1767.0,2477.0,Oregon
TN,Polk County,47139,1911.0,4946.0,1868.0,4301.0,7077.0,6813.0,264.0,17863.0,63817.29,56055.46,1288.0,445.0,Tennessee
TX,Polk County,48373,5015.0,14434.0,6813.0,11143.0,18726.0,17674.0,1052.0,53255.0,61804.84,59630.87,1313.0,2123.0,Texas
WI,Polk County,55095,7865.0,11299.0,2126.0,11944.0,24613.0,23666.0,947.0,45709.0,75476.81,73691.2,2408.0,2260.0,Wisconsin
PR,Ponce Municipio,72113,29921.0,28275.0,19300.0,20659.0,48592.0,45202.0,3390.0,,,,,,
MT,Pondera County,30073,811.0,1249.0,549.0,1547.0,2598.0,2529.0,69.0,6078.0,71390.87,66244.66,1962.0,1954.0,Montana
MS,Pontotoc County,28115,3645.0,5629.0,4350.0,6954.0,14816.0,14316.0,500.0,31389.0,59423.59,55368.52,1788.0,1834.0,Mississippi
OK,Pontotoc County,40123,7500.0,8135.0,2408.0,7182.0,19621.0,19073.0,548.0,38141.0,67599.73,65150.06,1545.0,2168.0,Oklahoma
AR,Pope County,5115,10224.0,14526.0,5819.0,10931.0,27351.0,26322.0,1029.0,64065.0,60985.01,56290.61,2167.0,2237.0,Arkansas
IL,Pope County,17151,483.0,1093.0,237.0,1054.0,1752.0,1669.0,83.0,3770.0,72382.58,65948.93,281.0,206.0,Illinois
MN,Pope County,27121,1965.0,2427.0,419.0,3428.0,6489.0,6338.0,151.0,11431.0,65053.79,81069.97,1309.0,1331.0,Minnesota
VA,Poquoson city,51735,3523.0,2419.0,249.0,2602.0,6378.0,6227.0,151.0,12582.0,85127.81,112442.59,346.0,323.0,Virginia
OH,Portage County,39133,33871.0,38463.0,7597.0,27524.0,85243.0,81995.0,3248.0,161745.0,68259.73,77102.31,2816.0,2716.0,Ohio
WI,Portage County,55097,15520.0,14332.0,2386.0,13820.0,37677.0,36576.0,1101.0,70718.0,71404.46,81541.28,2534.0,2528.0,Wisconsin
IN,Porter County,18127,36473.0,41408.0,7506.0,35863.0,85433.0,82584.0,2849.0,174791.0,77557.85,88405.62,2775.0,2734.0,Indiana
VA,Portsmouth city,51740,15281.0,20894.0,7104.0,22592.0,44161.0,42505.0,1656.0,97029.0,76450.39,63014.26,2209.0,2175.0,Virginia
IN,Posey County,18129,4530.0,6320.0,1207.0,5865.0,12948.0,12635.0,313.0,25063.0,72911.87,80211.55,1359.0,860.0,Indiana
KS,Pottawatomie County,20149,6017.0,4351.0,607.0,5491.0,12484.0,12186.0,298.0,26273.0,75312.32,80885.14,1569.0,1028.0,Kansas
OK,Pottawatomie County,40125,10220.0,17142.0,5575.0,15733.0,33515.0,32347.0,1168.0,73533.0,69059.45,61997.7,1871.0,2611.0,Oklahoma
IA,Pottawattamie County,19155,15019.0,21641.0,5715.0,21427.0,47609.0,46252.0,1357.0,93173.0,72156.79,75942.0,2500.0,2534.0,Iowa
PA,Potter County,42105,2036.0,5577.0,1094.0,3216.0,6886.0,6509.0,377.0,16220.0,67070.34,59642.16,1687.0,1451.0,Pennsylvania
SD,Potter County,46107,462.0,706.0,40.0,527.0,1040.0,1017.0,23.0,2438.0,68359.47,68638.19,689.0,583.0,South Dakota
TX,Potter County,48375,12941.0,22906.0,16868.0,21935.0,54782.0,52994.0,1788.0,115645.0,65517.05,54113.73,2539.0,2652.0,Texas
MT,Powder River County,30075,339.0,487.0,141.0,377.0,991.0,969.0,22.0,1725.0,72572.19,63172.39,455.0,623.0,Montana
KY,Powell County,21197,1531.0,3607.0,1534.0,2169.0,5215.0,4993.0,222.0,13083.0,61882.29,54669.25,1217.0,553.0,Kentucky
MT,Powell County,30077,1052.0,2538.0,379.0,1559.0,2914.0,2835.0,79.0,7051.0,70855.88,69766.67,1192.0,1178.0,Montana
ID,Power County,16077,835.0,1702.0,600.0,1871.0,3933.0,3802.0,131.0,8068.0,68122.21,61492.5,950.0,952.0,Idaho
IA,Poweshiek County,19157,3431.0,4757.0,653.0,3342.0,10239.0,9949.0,290.0,18467.0,65630.84,76504.7,1154.0,1538.0,Iowa
VA,Powhatan County,51145,8041.0,6446.0,1991.0,7016.0,14669.0,14306.0,363.0,31489.0,80989.78,102904.4,804.0,876.0,Virginia
AR,Prairie County,5117,991.0,2605.0,835.0,1501.0,3504.0,3403.0,101.0,8069.0,59235.12,57522.8,506.0,465.0,Arkansas
MT,Prairie County,30079,191.0,331.0,110.0,321.0,494.0,479.0,15.0,1107.0,81102.66,63932.24,37.0,271.0,Montana
KS,Pratt County,20151,1550.0,1753.0,450.0,2083.0,4888.0,4785.0,103.0,9067.0,66169.29,67682.21,634.0,578.0,Kansas
OH,Preble County,39135,5130.0,13210.0,2111.0,8212.0,21779.0,21045.0,734.0,40596.0,63553.62,73015.55,2270.0,1868.0,Ohio
MS,Prentiss County,28117,3085.0,4989.0,2683.0,5867.0,11206.0,10840.0,366.0,24792.0,58907.49,51666.8,2005.0,1895.0,Mississippi
TX,Presidio County,48377,758.0,822.0,1274.0,899.0,3108.0,2914.0,194.0,5939.0,62242.09,34313.45,678.0,221.0,Texas
MI,Presque Isle County,26141,2095.0,3672.0,855.0,3772.0,4904.0,4534.0,370.0,13361.0,65957.2,59858.82,1387.0,954.0,Michigan
WV,Preston County,54077,4617.0,11794.0,3658.0,5741.0,15440.0,14817.0,623.0,34172.0,82368.77,67385.46,1848.0,1380.0,West Virginia
WI,Price County,55099,1838.0,4587.0,718.0,3632.0,6286.0,6074.0,212.0,14179.0,74014.37,61428.84,706.0,1335.0,Wisconsin
VA,Prince Edward County,51147,3127.0,4647.0,1552.0,3594.0,9941.0,9562.0,379.0,21927.0,69054.2,64415.88,850.0,642.0,Virginia
VA,Prince George County,51149,6617.0,8917.0,2602.0,9455.0,15388.0,14878.0,510.0,43134.0,91244.54,88286.5,483.0,1435.0,Virginia
MD,Prince George's County,24033,236848.0,166011.0,87058.0,166558.0,491617.0,475409.0,16208.0,946971.0,86111.53,100715.2,3072.0,3066.0,Maryland
VA,Prince William County,51153,139028.0,63042.0,30569.0,79941.0,250685.0,244068.0,6617.0,486943.0,103448.98,121311.28,2848.0,2939.0,Virginia
AK,Prince of Wales-Hyder Census Area,2198,696.0,1592.0,309.0,1501.0,2680.0,2526.0,154.0,5650.0,77047.04,66447.97,2300.0,2362.0,Alaska
RI,Providence County,44007,147584.0,131506.0,62869.0,116362.0,335461.0,323859.0,11602.0,657288.0,74675.93,77648.59,2993.0,3068.0,Rhode Island
CO,Prowers County,8099,1428.0,2230.0,1158.0,2764.0,6068.0,5893.0,175.0,11854.0,64609.17,50958.3,1579.0,1262.0,Colorado
CO,Pueblo County,8101,29409.0,35305.0,11218.0,41622.0,75978.0,72567.0,3411.0,169544.0,69194.95,61752.29,2890.0,2811.0,Colorado
PR,Puerto Rico,72000,702653.0,670172.0,472462.0,566777.0,1187414.0,1115938.0,71476.0,,,,,,
AR,Pulaski County,5119,101068.0,67972.0,21745.0,79732.0,189421.0,183068.0,6353.0,399145.0,69854.46,69916.59,2987.0,2971.0,Arkansas
GA,Pulaski County,13235,914.0,2672.0,1515.0,2515.0,3980.0,3844.0,136.0,9984.0,62510.59,56908.75,98.0,81.0,Georgia
IL,Pulaski County,17153,423.0,1502.0,447.0,1177.0,1645.0,1525.0,120.0,4991.0,73150.7,48829.69,979.0,592.0,Illinois
IN,Pulaski County,18131,1191.0,4070.0,913.0,2549.0,6543.0,6371.0,172.0,12485.0,64443.98,59798.24,717.0,669.0,Indiana
KY,Pulaski County,21199,8309.0,16473.0,7001.0,14602.0,25205.0,24026.0,1179.0,65795.0,60694.17,54804.79,2364.0,1810.0,Kentucky
MO,Pulaski County,29169,8208.0,9093.0,1750.0,10372.0,14406.0,13965.0,441.0,53941.0,70162.74,66286.76,1350.0,2037.0,Missouri
VA,Pulaski County,51155,5458.0,9085.0,2361.0,8553.0,16602.0,16104.0,498.0,33706.0,70964.8,65894.51,1144.0,1210.0,Virginia
OK,Pushmataha County,40127,1107.0,3319.0,1126.0,2169.0,4610.0,4430.0,180.0,10769.0,69739.16,49416.0,1222.0,1856.0,Oklahoma
FL,Putnam County,12107,7483.0,21575.0,9443.0,14590.0,27312.0,26165.0,1147.0,74731.0,62484.01,47676.56,2320.0,2380.0,Florida
GA,Putnam County,13237,4685.0,4914.0,2012.0,4957.0,8752.0,8439.0,313.0,22984.0,63255.56,64494.95,183.0,602.0,Georgia
IL,Putnam County,17155,1015.0,1441.0,265.0,1411.0,2958.0,2812.0,146.0,5572.0,70916.16,79535.89,848.0,542.0,Illinois
IN,Putnam County,18133,5041.0,9778.0,2327.0,8208.0,16819.0,16289.0,530.0,37301.0,71404.63,75473.77,2272.0,1583.0,Indiana
MO,Putnam County,29171,657.0,1362.0,209.0,1178.0,2136.0,2085.0,51.0,4666.0,65149.48,56860.49,443.0,502.0,Missouri
NY,Putnam County,36079,30981.0,17647.0,4791.0,17730.0,51592.0,50049.0,1543.0,98045.0,130231.34,125987.45,1877.0,2052.0,New York
OH,Putnam County,39137,6052.0,8712.0,1229.0,7019.0,18806.0,18236.0,570.0,34334.0,63247.74,82929.55,2554.0,2177.0,Ohio
TN,Putnam County,47141,15269.0,17335.0,5882.0,13816.0,35403.0,34208.0,1195.0,82382.0,60159.24,58930.57,2362.0,2193.0,Tennessee
WV,Putnam County,54079,11530.0,14666.0,2782.0,11614.0,26630.0,25745.0,885.0,57015.0,88457.15,75859.85,2541.0,2269.0,West Virginia
NM,Quay County,35037,1304.0,2297.0,786.0,2001.0,2989.0,2859.0,130.0,8546.0,63334.07,47490.7,1722.0,1492.0,New Mexico
PR,Quebradillas Municipio,72115,3696.0,4792.0,4298.0,4642.0,6629.0,6090.0,539.0,,,,,,
MD,Queen Anne's County,24035,13639.0,10206.0,2347.0,10443.0,27942.0,27230.0,712.0,51711.0,94175.08,114408.96,1039.0,1661.0,Maryland
NY,Queens County,36081,598760.0,435024.0,293903.0,370386.0,1140072.0,1079845.0,60227.0,2278029.0,124627.9,79063.55,3101.0,3111.0,New York
GA,Quitman County,13239,141.0,775.0,280.0,379.0,728.0,691.0,37.0,2249.0,61656.58,41843.16,131.0,11.0,Georgia
MS,Quitman County,28119,620.0,1222.0,943.0,1283.0,2299.0,2173.0,126.0,5701.0,58802.56,39926.08,628.0,834.0,Mississippi
GA,Rabun County,13241,3947.0,3866.0,1300.0,4072.0,7799.0,7566.0,233.0,17206.0,60714.05,54292.4,348.0,212.0,Georgia
WI,Racine County,55101,37985.0,40562.0,11422.0,45759.0,98838.0,95384.0,3454.0,195846.0,75106.41,79186.77,2563.0,2749.0,Wisconsin
VA,Radford city,51750,2940.0,1458.0,500.0,2498.0,8960.0,8654.0,306.0,16738.0,72381.13,67738.69,59.0,203.0,Virginia
TX,Rains County,48379,2367.0,2989.0,958.0,3094.0,6538.0,6312.0,226.0,12823.0,62635.69,71082.03,83.0,487.0,Texas
WV,Raleigh County,54081,11342.0,20082.0,7596.0,13424.0,29446.0,28363.0,1083.0,72882.0,77549.36,57283.54,2519.0,2405.0,West Virginia
MO,Ralls County,29173,1318.0,3477.0,668.0,2058.0,5363.0,5234.0,129.0,10420.0,68482.66,70678.49,421.0,424.0,Missouri
MN,Ramsey County,27123,167013.0,73756.0,31282.0,94874.0,284339.0,277002.0,7337.0,536413.0,85936.73,88227.98,3076.0,3090.0,Minnesota
ND,Ramsey County,38071,2200.0,2230.0,547.0,2981.0,5679.0,5557.0,122.0,11515.0,64780.33,86567.59,1148.0,1185.0,North Dakota
TX,Randall County,48381,30533.0,22700.0,6051.0,35976.0,75680.0,73487.0,2193.0,146140.0,71508.88,86615.86,2462.0,2552.0,Texas
AL,Randolph County,1111,3219.0,5583.0,2573.0,4315.0,9628.0,9397.0,231.0,22479.0,65459.64,56018.5,1805.0,1626.0,Alabama
AR,Randolph County,5121,1850.0,5182.0,1782.0,3963.0,7147.0,6911.0,236.0,18837.0,59171.83,45854.97,922.0,961.0,Arkansas
GA,Randolph County,13243,637.0,1342.0,706.0,1558.0,2374.0,2265.0,109.0,6116.0,61239.72,36666.93,711.0,353.0,Georgia
IL,Randolph County,17157,3099.0,8635.0,2643.0,7431.0,13378.0,12874.0,504.0,30068.0,68391.19,71013.23,2388.0,1820.0,Illinois
IN,Randolph County,18135,2453.0,7500.0,1595.0,5479.0,11624.0,11274.0,350.0,24437.0,63096.47,61432.95,1927.0,2040.0,Indiana
MO,Randolph County,29175,2929.0,7457.0,1756.0,4991.0,10125.0,9857.0,268.0,24622.0,64932.42,62251.33,1854.0,1560.0,Missouri
NC,Randolph County,37151,17774.0,35278.0,16171.0,31593.0,65267.0,62865.0,2402.0,146043.0,63323.23,58720.07,2433.0,2543.0,North Carolina
WV,Randolph County,54083,3869.0,10035.0,2495.0,4005.0,11679.0,11133.0,546.0,27600.0,75876.99,58107.06,2280.0,1839.0,West Virginia
MS,Rankin County,28121,36086.0,24880.0,10634.0,38463.0,76286.0,74103.0,2183.0,158979.0,72347.02,79464.02,2602.0,2340.0,Mississippi
ND,Ransom County,38073,824.0,1212.0,368.0,1528.0,2661.0,2617.0,44.0,5640.0,64922.54,81158.27,1099.0,993.0,North Dakota
LA,Rapides Parish,22079,19213.0,31761.0,10783.0,23942.0,55235.0,53441.0,1794.0,127189.0,65518.1,59113.35,2849.0,2676.0,Louisiana
VA,Rappahannock County,51157,2024.0,1673.0,463.0,1519.0,3710.0,3619.0,91.0,7502.0,83660.24,100521.13,182.0,86.0,Virginia
MT,Ravalli County,30081,10286.0,10505.0,2331.0,11415.0,21714.0,21081.0,633.0,47298.0,78726.76,68012.85,2100.0,2096.0,Montana
KS,Rawlins County,20153,317.0,509.0,84.0,923.0,1530.0,1502.0,28.0,2528.0,65522.66,73332.84,152.0,85.0,Kansas
MO,Ray County,29177,2437.0,6998.0,1583.0,5190.0,10824.0,10450.0,374.0,23107.0,74722.08,78859.21,1565.0,1171.0,Missouri
TX,Reagan County,48383,305.0,893.0,196.0,395.0,1640.0,1581.0,59.0,3135.0,65888.48,81504.32,410.0,121.0,Texas
TX,Real County,48385,372.0,802.0,255.0,514.0,1141.0,1087.0,54.0,2840.0,63837.38,51289.96,137.0,327.0,Texas
MN,Red Lake County,27125,483.0,985.0,126.0,1146.0,2179.0,2099.0,80.0,3874.0,67604.78,78916.72,798.0,922.0,Minnesota
TX,Red River County,48387,1337.0,3432.0,1106.0,2675.0,5211.0,4944.0,267.0,11542.0,60145.94,53476.07,88.0,1360.0,Texas
LA,Red River Parish,22081,564.0,2574.0,947.0,963.0,3741.0,3615.0,126.0,7420.0,61899.58,48774.24,675.0,725.0,Louisiana
NE,Red Willow County,31145,1878.0,2216.0,336.0,2784.0,5925.0,5816.0,109.0,10573.0,77133.21,65066.89,1219.0,1199.0,Nebraska
MN,Redwood County,27127,2173.0,3712.0,770.0,3796.0,7579.0,7388.0,191.0,15361.0,66914.73,70873.59,1678.0,1565.0,Minnesota
TX,Reeves County,48389,575.0,3356.0,2405.0,2032.0,8536.0,8241.0,295.0,12905.0,62775.36,63816.21,1074.0,508.0,Texas
TX,Refugio County,48391,649.0,1749.0,816.0,1488.0,2985.0,2843.0,142.0,6632.0,60293.82,62782.2,725.0,789.0,Texas
KS,Reno County,20155,8714.0,13106.0,3738.0,16848.0,29161.0,28347.0,814.0,61516.0,64271.06,64453.87,2213.0,2457.0,Kansas
NY,Rensselaer County,36083,42276.0,28882.0,8252.0,34015.0,81856.0,79295.0,2561.0,159853.0,89607.8,89855.49,2428.0,2655.0,New York
MN,Renville County,27129,1873.0,3505.0,861.0,3945.0,8134.0,7856.0,278.0,14525.0,66526.79,72783.48,1017.0,892.0,Minnesota
ND,Renville County,38075,346.0,520.0,125.0,579.0,1215.0,1192.0,23.0,2220.0,66018.24,90489.05,453.0,912.0,North Dakota
KS,Republic County,20157,834.0,1008.0,170.0,1275.0,2385.0,2335.0,50.0,4642.0,67156.1,67764.36,550.0,401.0,Kansas
MO,Reynolds County,29179,692.0,1779.0,872.0,1141.0,2789.0,2705.0,84.0,6006.0,65293.38,52138.12,976.0,1065.0,Missouri
TN,Rhea County,47143,4030.0,9590.0,3687.0,5874.0,13861.0,13267.0,594.0,33730.0,61144.67,58506.5,1241.0,895.0,Tennessee
RI,Rhode Island,44000,289667.0,205862.0,81676.0,199300.0,571754.0,553588.0,18166.0,,,,,,Rhode Island
KS,Rice County,20159,1478.0,1772.0,430.0,2410.0,5444.0,5322.0,122.0,9407.0,65984.25,67920.44,1090.0,1540.0,Kansas
MN,Rice County,27131,12805.0,14208.0,3028.0,13075.0,37488.0,36564.0,924.0,67693.0,70934.45,86470.05,2382.0,2590.0,Minnesota
UT,Rich County,49033,392.0,317.0,72.0,821.0,1245.0,1213.0,32.0,2628.0,74447.46,63759.74,507.0,1038.0,Utah
NE,Richardson County,31147,1248.0,2281.0,464.0,1584.0,4158.0,4077.0,81.0,7705.0,74485.5,65255.82,303.0,600.0,Nebraska
IL,Richland County,17159,2060.0,3610.0,883.0,4368.0,7158.0,6878.0,280.0,15435.0,71969.19,67312.55,514.0,286.0,Illinois
MT,Richland County,30083,1469.0,3132.0,285.0,2682.0,5716.0,5560.0,156.0,11237.0,78872.91,88563.75,1701.0,1754.0,Montana
ND,Richland County,38077,2682.0,2735.0,545.0,4774.0,8810.0,8649.0,161.0,16580.0,65088.62,80515.48,1719.0,1223.0,North Dakota
OH,Richland County,39139,15670.0,36727.0,9228.0,26008.0,50422.0,48141.0,2281.0,125319.0,63661.85,63726.88,2814.0,2720.0,Ohio
SC,Richland County,45079,109332.0,55886.0,21358.0,79330.0,198509.0,192084.0,6425.0,421566.0,70478.52,75142.1,2964.0,2970.0,South Carolina
WI,Richland County,55103,2553.0,5186.0,975.0,3608.0,8851.0,8598.0,253.0,17090.0,69069.97,65574.14,1076.0,1348.0,Wisconsin
LA,Richland Parish,22083,2442.0,4898.0,2763.0,3384.0,8169.0,7836.0,333.0,19826.0,64715.85,45799.52,2178.0,1788.0,Louisiana
GA,Richmond County,13245,32755.0,43342.0,16545.0,43495.0,82486.0,78895.0,3591.0,206640.0,66195.14,52819.93,2845.0,2789.0,Georgia
NC,Richmond County,37153,4705.0,8895.0,4599.0,10869.0,16904.0,16039.0,865.0,42778.0,64982.4,47920.95,380.0,1617.0,North Carolina
NY,Richmond County,36085,123573.0,101569.0,39597.0,80673.0,226890.0,214276.0,12614.0,491133.0,118032.58,103213.48,2795.0,2934.0,New York
VA,Richmond County,51159,1189.0,2508.0,1571.0,1583.0,3960.0,3848.0,112.0,9080.0,71587.45,59457.34,989.0,1097.0,Virginia
VA,Richmond city,51760,70940.0,34073.0,17273.0,38679.0,120698.0,116730.0,3968.0,229395.0,76501.36,66234.39,2850.0,2864.0,Virginia
KS,Riley County,20161,17343.0,6189.0,1404.0,11213.0,34527.0,33610.0,917.0,71108.0,78771.98,76325.01,594.0,1392.0,Kansas
PR,Rincon Municipio,72117,,,,,5264.0,4811.0,453.0,,,,,,
IA,Ringgold County,19159,816.0,1130.0,212.0,1076.0,2365.0,2310.0,55.0,4670.0,65165.51,66911.06,458.0,188.0,Iowa
NM,Rio Arriba County,35039,5245.0,9325.0,3792.0,9495.0,16453.0,15729.0,724.0,40048.0,64201.13,52616.62,2652.0,2536.0,New Mexico
CO,Rio Blanco County,8103,1154.0,1324.0,293.0,1569.0,2791.0,2684.0,107.0,6569.0,70377.47,77894.0,659.0,525.0,Colorado
CO,Rio Grande County,8105,2576.0,2234.0,882.0,2589.0,5251.0,5025.0,226.0,11325.0,67502.49,59639.08,1342.0,902.0,Colorado
PR,Rio Grande Municipio,72119,,,,,18447.0,17440.0,1007.0,,,,,,
IN,Ripley County,18137,3840.0,8374.0,1860.0,5763.0,12808.0,12411.0,397.0,29087.0,63763.2,72915.95,2067.0,1667.0,Indiana
MO,Ripley County,29181,972.0,2925.0,1226.0,2394.0,4986.0,4822.0,164.0,10703.0,63715.39,44557.06,1669.0,1285.0,Missouri
WV,Ritchie County,54085,796.0,3046.0,970.0,1385.0,4278.0,4103.0,175.0,8207.0,71914.51,53126.95,941.0,831.0,West Virginia
CA,Riverside County,6065,407007.0,427314.0,270971.0,517283.0,1145702.0,1097218.0,48484.0,2473902.0,83185.1,79001.95,3122.0,3120.0,California
TN,Roane County,47145,8925.0,15164.0,4324.0,12081.0,23828.0,22954.0,874.0,55082.0,63475.64,71680.67,2059.0,1989.0,Tennessee
WV,Roane County,54087,1431.0,5023.0,1722.0,1906.0,5026.0,4713.0,313.0,13834.0,75114.54,50971.64,891.0,776.0,West Virginia
VA,Roanoke County,51161,26310.0,20032.0,4373.0,19663.0,49776.0,48544.0,1232.0,96914.0,80078.61,87174.45,2115.0,2261.0,Virginia
VA,Roanoke city,51770,19950.0,23418.0,7189.0,18493.0,48968.0,47459.0,1509.0,97847.0,71434.14,56098.59,2164.0,2550.0,Virginia
SD,Roberts County,46109,1207.0,2459.0,548.0,2391.0,4631.0,4482.0,149.0,10163.0,68381.01,60754.21,1293.0,1267.0,South Dakota
TX,Roberts County,48393,115.0,202.0,13.0,192.0,401.0,385.0,16.0,803.0,68448.57,75728.42,100.0,103.0,Texas
KY,Robertson County,21201,205.0,648.0,224.0,437.0,811.0,769.0,42.0,2229.0,61200.25,57175.73,85.0,33.0,Kentucky
TN,Robertson County,47147,10731.0,20161.0,5672.0,14327.0,39317.0,38201.0,1116.0,75470.0,71222.44,73308.2,2266.0,2339.0,Tennessee
TX,Robertson County,48395,2218.0,4349.0,1766.0,3261.0,7982.0,7672.0,310.0,17153.0,63164.02,65170.59,937.0,1433.0,Texas
NC,Robeson County,37155,10955.0,26270.0,15890.0,22129.0,48151.0,45476.0,2675.0,116663.0,63527.47,45283.03,2451.0,2616.0,North Carolina
MN,Rock County,27133,1724.0,2257.0,436.0,2131.0,5997.0,5901.0,96.0,9537.0,64488.54,71804.92,745.0,976.0,Minnesota
NE,Rock County,31149,273.0,322.0,54.0,291.0,898.0,884.0,14.0,1245.0,80476.15,71282.27,156.0,30.0,Nebraska
WI,Rock County,55105,29085.0,37592.0,8347.0,37997.0,86212.0,83263.0,2949.0,164060.0,70590.65,71949.7,2751.0,2833.0,Wisconsin
IL,Rock Island County,17161,23633.0,30159.0,9599.0,34818.0,67025.0,64009.0,3016.0,141527.0,70726.39,72146.85,2879.0,2829.0,Illinois
VA,Rockbridge County,51163,5348.0,5747.0,1539.0,4368.0,10755.0,10456.0,299.0,22593.0,68849.08,69682.47,164.0,169.0,Virginia
KY,Rockcastle County,21203,1574.0,5059.0,2142.0,2719.0,6415.0,6109.0,306.0,16242.0,61054.02,52586.84,1406.0,1015.0,Kentucky
GA,Rockdale County,13247,18436.0,17866.0,6332.0,20713.0,45162.0,43544.0,1618.0,94984.0,74967.41,70876.66,1403.0,2099.0,Georgia
NC,Rockingham County,37157,10683.0,22926.0,10341.0,22288.0,39440.0,37781.0,1659.0,91957.0,62400.62,56187.92,1543.0,2323.0,North Carolina
NH,Rockingham County,33015,105250.0,58756.0,9156.0,61873.0,187161.0,182773.0,4388.0,319424.0,82497.55,115377.26,2947.0,2891.0,New Hampshire
VA,Rockingham County,51165,16483.0,20951.0,7536.0,13071.0,42907.0,41846.0,1061.0,85397.0,76965.35,74238.5,1945.0,2109.0,Virginia
NY,Rockland County,36087,87859.0,45118.0,25658.0,49959.0,159358.0,154732.0,4626.0,339022.0,127029.13,113247.62,2727.0,2826.0,New York
TX,Rockwall County,48397,33593.0,14469.0,4438.0,23896.0,59266.0,57275.0,1991.0,123208.0,88697.47,115777.72,1800.0,2463.0,Texas
OK,Roger Mills County,40129,557.0,839.0,150.0,787.0,1815.0,1773.0,42.0,3320.0,71827.48,63504.06,375.0,823.0,Oklahoma
OK,Rogers County,40131,16959.0,21868.0,5186.0,22227.0,46016.0,44665.0,1351.0,98836.0,76087.38,79598.53,2010.0,2518.0,Oklahoma
ND,Rolette County,38079,1181.0,1862.0,1146.0,2939.0,4735.0,4432.0,303.0,11933.0,64926.39,54714.43,2493.0,2159.0,North Dakota
KS,Rooks County,20163,858.0,1152.0,279.0,1283.0,2407.0,2346.0,61.0,4813.0,66560.24,64793.75,639.0,971.0,Kansas
MT,Roosevelt County,30085,1219.0,2032.0,502.0,2385.0,4296.0,4142.0,154.0,10572.0,73364.99,53043.78,2239.0,2262.0,Montana
NM,Roosevelt County,35041,2391.0,3298.0,1581.0,3931.0,7825.0,7522.0,303.0,18934.0,67338.66,55202.17,1363.0,1386.0,New Mexico
MI,Roscommon County,26143,3873.0,6168.0,1754.0,7265.0,7808.0,7146.0,662.0,23708.0,65176.57,52063.16,1329.0,1222.0,Michigan
MN,Roseau County,27135,2161.0,3852.0,742.0,3792.0,7952.0,7758.0,194.0,15292.0,62995.87,77623.95,1529.0,1320.0,Minnesota
MT,Rosebud County,30087,975.0,1828.0,446.0,1914.0,3566.0,3438.0,128.0,8088.0,70811.81,71449.64,1646.0,1767.0,Montana
OH,Ross County,39141,9349.0,24618.0,6063.0,14624.0,35088.0,33744.0,1344.0,76606.0,63477.22,64898.49,2553.0,2213.0,Ohio
CO,Routt County,8107,9847.0,3346.0,657.0,5042.0,15543.0,15144.0,399.0,25007.0,88074.91,97519.73,1872.0,1790.0,Colorado
KY,Rowan County,21205,3909.0,4825.0,1838.0,3894.0,10069.0,9591.0,478.0,24388.0,61923.02,54871.53,1622.0,1409.0,Kentucky
NC,Rowan County,37159,22042.0,33109.0,12224.0,35043.0,67740.0,65262.0,2478.0,149645.0,68103.2,62372.5,2204.0,2618.0,North Carolina
TX,Runnels County,48399,1305.0,2522.0,944.0,2074.0,4680.0,4523.0,157.0,9859.0,60679.93,56510.34,1576.0,1471.0,Texas
IN,Rush County,18139,1974.0,5278.0,1079.0,3447.0,8869.0,8646.0,223.0,16673.0,64431.71,66211.8,1096.0,666.0,Indiana
KS,Rush County,20165,457.0,652.0,183.0,832.0,1616.0,1581.0,35.0,2927.0,66843.16,68588.9,777.0,754.0,Kansas
TX,Rusk County,48401,6474.0,11906.0,5482.0,12386.0,22474.0,21529.0,945.0,53333.0,61995.65,65786.69,1797.0,2423.0,Texas
WI,Rusk County,55107,1697.0,4514.0,800.0,3399.0,6539.0,6298.0,241.0,14186.0,75006.38,59720.2,1112.0,893.0,Wisconsin
AL,Russell County,1113,6744.0,12427.0,5687.0,15161.0,23359.0,22759.0,600.0,58555.0,71282.96,55667.32,1736.0,2012.0,Alabama
